FACID,FACID,LAT,LON,totpop,buff,stabbr,statename,region,RAW_E_PM25,S_E_PM25_PER,R_E_PM25_PER,N_E_PM25_PER,S_E_PM25,R_E_PM25,N_E_PM25,RAW_E_O3,S_E_O3_PER,R_E_O3_PER,N_E_O3_PER,S_E_O3,R_E_O3,N_E_O3,RAW_E_DIESEL,S_E_DIESEL_PER,R_E_DIESEL_PER,N_E_DIESEL_PER,S_E_DIESEL,R_E_DIESEL,N_E_DIESEL,RAW_E_CANCER,S_E_CANCER_PER,R_E_CANCER_PER,N_E_CANCER_PER,S_E_CANCER,R_E_CANCER,N_E_CANCER,RAW_E_NEURO,S_E_NEURO_PER,R_E_NEURO_PER,N_E_NEURO_PER,S_E_NEURO,R_E_NEURO,N_E_NEURO,RAW_E_RESP,S_E_RESP_PER,R_E_RESP_PER,N_E_RESP_PER,S_E_RESP,R_E_RESP,N_E_RESP,RAW_E_TRAFFIC,S_E_TRAFFIC_PER,R_E_TRAFFIC_PER,N_E_TRAFFIC_PER,S_E_TRAFFIC,R_E_TRAFFIC,N_E_TRAFFIC,RAW_E_LEAD,S_E_LEAD_PER,R_E_LEAD_PER,N_E_LEAD_PER,S_E_LEAD,R_E_LEAD,N_E_LEAD,RAW_E_NPL,S_E_NPL_PER,R_E_NPL_PER,N_E_NPL_PER,S_E_NPL,R_E_NPL,N_E_NPL,RAW_E_RMP,S_E_RMP_PER,R_E_RMP_PER,N_E_RMP_PER,S_E_RMP,R_E_RMP,N_E_RMP,RAW_E_TSDF,S_E_TSDF_PER,R_E_TSDF_PER,N_E_TSDF_PER,S_E_TSDF,R_E_TSDF,N_E_TSDF,RAW_E_NPDES,S_E_NPDES_PER,R_E_NPDES_PER,N_E_NPDES_PER,S_E_NPDES,R_E_NPDES,N_E_NPDES,RAW_D_INDEX,S_D_INDEX_PER,R_D_INDEX_PER,N_D_INDEX_PER,S_D_INDEX,R_D_INDEX,N_D_INDEX,RAW_D_MINOR,S_D_MINOR_PER,R_D_MINOR_PER,N_D_MINOR_PER,S_D_MINOR,R_D_MINOR,N_D_MINOR,RAW_D_INCOME,S_D_INCOME_PER,R_D_INCOME_PER,N_D_INCOME_PER,S_D_INCOME,R_D_INCOME,N_D_INCOME,RAW_D_LING,S_D_LING_PER,R_D_LING_PER,N_D_LING_PER,S_D_LING,R_D_LING,N_D_LING,RAW_D_LESSHS,S_D_LESSHS_PER,R_D_LESSHS_PER,N_D_LESSHS_PER,S_D_LESSHS,R_D_LESSHS,N_D_LESSHS,RAW_D_UNDER5,S_D_UNDER5_PER,R_D_UNDER5_PER,N_D_UNDER5_PER,S_D_UNDER5,R_D_UNDER5,N_D_UNDER5,RAW_D_OVER64,S_D_OVER64_PER,R_D_OVER64_PER,N_D_OVER64_PER,S_D_OVER64,R_D_OVER64,N_D_OVER64
255,255,39.978611,-84.209722,2844.532247,NA,Ohio,OH,5,11.5,56,76,90,11.3,10.6,9.32,54.6,73,91,85,52.8,50.3,47.4,0.878,46,52,58,0.995,0.931,0.937,33,37,50,28,37,34,40, NA,NA,NA,NA,0,0,0,1.7,46,59,50,1.8,1.7,1.8,280,85,73,68,170,370,590,0.11,19,22,38,0.42,0.39,0.3,0.32,95,92,92,0.091,0.12,0.13,1.1,89,87,90,0.44,0.51,0.43,0.042,42,54,52,0.089,0.069,0.072,0.19,52,58,62,0.33,0.31,0.31,12,21,20,12,27,29,36,4,26,19,9,19,24,37,21,30,33,30,34,33,35,0,68,58,44,1,2,5,6,31,34,29,11,11,14,6,50,48,46,6,6,6,17,67,71,73,15,14,14
256,256,40.396389,-97.836944,61.13157895,NA,Nebraska,NE,7,8.56,22,5,31,9.27,9.75,9.32,49.5,64,20,57,49.2,53,47.4,0.352,22,27,20,0.759,0.779,0.937,22,18,6,4,31,38,40, NA,NA,NA,NA,0,0,0,0.65,16,6,4,1.2,1.5,1.8,0.054,0,1,3,140,490,590,0.6,73,77,81,0.38,0.36,0.3,0.022,31,26,19,0.13,0.097,0.13,1.7,82,91,94,0.88,0.59,0.43,0,99,51,26,0.00011,0.045,0.072,0.026,8,4,2,0.21,0.22,0.31,16,36,32,21,25,26,36,1,5,8,4,19,18,37,30,54,49,48,32,33,35,0,57,65,44,3,2,5,10,68,59,49,9,11,14,4,20,23,27,7,7,6,29,95,95,95,14,14,14
257,257,40.882222,-98.1175,19.06370192,NA,Nebraska,NE,7,8.63,25,6,32,9.27,9.75,9.32,49.5,64,19,57,49.2,53,47.4,0.396,27,32,24,0.759,0.779,0.937,22,17,5,4,31,38,40, NA,NA,NA,NA,0,0,0,1.2,45,34,22,1.2,1.5,1.8,4.7,10,12,10,140,490,590,0.63,76,79,83,0.38,0.36,0.3,0.039,49,43,35,0.13,0.097,0.13,1.6,80,90,94,0.88,0.59,0.43,0,99,51,26,0.00011,0.045,0.072,0.078,36,27,21,0.21,0.22,0.31,24,60,57,39,25,26,36,4,17,20,9,19,18,37,44,76,73,68,32,33,35,0,57,65,44,3,2,5,7,51,43,35,9,11,14,12,88,91,92,7,7,6,8,30,22,28,14,14,14
258,258,41.003889,-98.009722,288.1983173,NA,Nebraska,NE,7,8.63,25,6,32,9.27,9.75,9.32,49.5,64,19,57,49.2,53,47.4,0.396,27,32,24,0.759,0.779,0.937,22,17,5,4,31,38,40, NA,NA,NA,NA,0,0,0,1.2,45,34,22,1.2,1.5,1.8,4.7,10,12,10,140,490,590,0.63,76,79,83,0.38,0.36,0.3,0.039,49,43,35,0.13,0.097,0.13,1.6,80,90,94,0.88,0.59,0.43,0,99,51,26,0.00011,0.045,0.072,0.078,36,27,21,0.21,0.22,0.31,24,60,57,39,25,26,36,4,17,20,9,19,18,37,44,76,73,68,32,33,35,0,57,65,44,3,2,5,7,51,43,35,9,11,14,12,88,91,92,7,7,6,8,30,22,28,14,14,14
259,259,40.616944,-98.095556,1025.775033,NA,Nebraska,NE,7,8.64,25,6,32,9.27,9.75,9.32,49.3,61,18,55,49.2,53,47.4,0.285,15,17,14,0.759,0.779,0.937,22,17,5,4,31,38,40, NA,NA,NA,NA,0,0,0,0.66,16,7,4,1.2,1.5,1.8,0.42,2,3,3,140,490,590,0.56,68,74,79,0.38,0.36,0.3,0.047,53,47,41,0.13,0.097,0.13,2.9,94,97,98,0.88,0.59,0.43,0,99,51,26,0.00011,0.045,0.072,0.064,30,22,14,0.21,0.22,0.31,24,60,57,39,25,26,36,13,55,57,29,19,18,37,35,62,57,55,32,33,35,1,61,68,47,3,2,5,12,74,65,54,9,11,14,5,33,37,40,7,7,6,15,62,59,65,14,14,14
260,260,39.404917,-89.066917,729.6979545,NA,Illinois,IL,5,10.1,4,24,65,11.2,10.6,9.32,53.5,88,84,82,50.8,50.3,47.4,0.887,32,53,59,1.28,0.931,0.937,34,43,51,29,36,34,40, NA,NA,NA,NA,0,0,0,1.1,21,30,21,1.8,1.7,1.8,140,54,60,56,500,370,590,0.62,68,75,82,0.42,0.39,0.3,0.04,35,33,35,0.095,0.12,0.13,1.6,88,92,94,0.69,0.51,0.43,0,19,24,26,0.059,0.069,0.072,0.33,68,74,76,0.38,0.31,0.31,38,64,75,61,35,29,36,11,27,46,26,37,24,37,65,90,90,89,32,33,35,0,44,58,44,5,2,5,11,58,62,53,12,11,14,15,97,97,96,6,6,6,14,59,53,57,13,14,14
261,261,30.013487,-90.403982,2456.444381,NA,Louisiana,LA,6,9.12,52,34,41,9.26,9.45,9.32,41.9,43,26,19,42.1,47,47.4,1.27,78,88,78,0.887,0.72,0.937,95,98,99,99,49,42,40, NA,NA,NA,NA,0,0,0,2.6,94,91,85,1.9,1.8,1.8,77,55,47,47,250,320,590,0.41,84,84,69,0.22,0.18,0.3,0.028,33,38,25,0.08,0.072,0.13,7.8,99,99,99,0.58,0.55,0.43,0.85,99,99,99,0.051,0.075,0.072,2.7,98,98,99,0.45,0.41,0.31,16,14,10,22,40,45,36,9,15,7,22,40,50,37,24,23,28,36,40,39,35,0,62,35,44,2,6,5,11,36,42,53,17,17,14,7,56,51,60,7,7,6,18,79,80,74,13,12,14
262,262,37.261111,-81.281389,1782.268417,NA,Virginia,VA,3,8.28,12,6,26,8.91,9.84,9.32,48.9,64,37,53,48.6,49.8,47.4,0.279,9,9,13,0.767,0.918,0.937,26,2,7,10,42,42,40, NA,NA,NA,NA,0,0,0,0.84,6,7,9,1.8,1.8,1.8,32,35,35,34,420,350,590,0.51,88,69,76,0.22,0.37,0.3,0,9,5,16,0.11,0.15,0.13,0.62,93,83,80,0.2,0.35,0.43,0,22,15,26,0.06,0.11,0.072,0.73,94,86,90,0.23,0.37,0.31,31,56,63,51,32,30,36,13,20,38,29,36,31,37,49,85,84,74,27,29,35,0,54,55,44,3,2,5,18,76,79,72,12,12,14,9,79,82,78,6,6,6,17,72,66,72,13,15,14
263,263,34.226278,-97.152611,134.9026749,NA,Oklahoma,OK,6,9.08,28,32,40,9.37,9.45,9.32,54.7,17,84,85,55.8,47,47.4,0.563,61,44,37,0.526,0.72,0.937,43,42,54,62,45,42,40, NA,NA,NA,NA,0,0,0,1.8,40,53,56,1.9,1.8,1.8,38,55,36,36,83,320,590,0.11,42,56,37,0.25,0.18,0.3,0,27,26,16,0.044,0.072,0.13,0.66,84,75,81,0.38,0.55,0.43,0.02,29,32,29,0.066,0.075,0.072,0.3,82,69,74,0.22,0.41,0.31,30,42,33,49,35,45,36,25,43,27,47,32,50,37,34,43,44,54,39,39,35,1,58,38,46,2,6,5,6,26,25,33,13,17,14,8,62,58,68,7,7,6,19,80,85,80,14,12,14
264,264,43.077682,-88.903143,5229.161302,NA,Wisconsin,WI,5,10.1,71,24,65,9.48,10.6,9.32,50.9,80,56,67,48.3,50.3,47.4,0.702,61,41,47,0.656,0.931,0.937,29,57,29,17,29,34,40, NA,NA,NA,NA,0,0,0,1.6,73,53,45,1.3,1.7,1.8,150,58,62,58,300,370,590,0.42,62,59,70,0.38,0.39,0.3,0.034,19,26,30,0.12,0.12,0.13,0.1,26,20,27,0.55,0.51,0.43,0.041,60,53,52,0.046,0.069,0.072,1,94,94,93,0.29,0.31,0.31,14,34,27,17,24,29,36,7,42,32,17,17,24,37,22,37,35,33,31,33,35,1,66,61,46,2,2,5,5,29,27,24,9,11,14,5,41,41,40,6,6,6,15,56,58,61,14,14,14
265,265,37.165972,-99.769722,12,NA,Kansas,KS,7,7.28,1,1,11,9.21,9.75,9.32,55.4,27,67,88,55.6,53,47.4,0.116,1,0,2,0.639,0.779,0.937,27,8,17,12,39,38,40, NA,NA,NA,NA,0,0,0,0.79,6,13,7,1.6,1.5,1.8,17,41,29,24,140,490,590,0.69,84,84,86,0.37,0.36,0.3,0,24,21,16,0.078,0.097,0.13,0.4,56,60,72,0.61,0.59,0.43,0,37,51,26,0.064,0.045,0.072,0,5,1,1,0.24,0.22,0.31,26,59,63,43,28,26,36,19,57,69,39,23,18,37,34,56,55,53,33,33,35,0,58,65,44,2,2,5,6,42,36,29,10,11,14,4,22,25,28,7,7,6,23,86,86,87,14,14,14
266,266,37.615278,-99.294444,524.0880037,NA,Kansas,KS,7,7.55,4,2,15,9.21,9.75,9.32,55,14,58,87,55.6,53,47.4,0.14,3,1,3,0.639,0.779,0.937,26,5,15,10,39,38,40, NA,NA,NA,NA,0,0,0,0.8,6,14,8,1.6,1.5,1.8,78,69,54,47,140,490,590,0.14,34,33,42,0.37,0.36,0.3,0,24,21,16,0.078,0.097,0.13,1.1,82,83,89,0.61,0.59,0.43,0,37,51,26,0.064,0.045,0.072,0,5,1,1,0.24,0.22,0.31,19,40,44,28,28,26,36,7,22,37,18,23,18,37,32,52,51,50,33,33,35,2,69,76,55,2,2,5,6,46,39,32,10,11,14,7,55,58,60,7,7,6,16,66,63,68,14,14,14
267,267,41.361667,-75.706667,2929.84314,NA,Pennsylvania,PA,3,8.61,5,16,32,10.5,9.84,9.32,45.1,5,3,32,49.1,49.8,47.4,0.583,36,35,38,0.927,0.918,0.937,32,24,19,24,41,42,40, NA,NA,NA,NA,0,0,0,1.6,44,42,46,1.8,1.8,1.8,400,82,77,74,250,350,590,0.3,32,51,61,0.49,0.37,0.3,0.12,58,66,73,0.18,0.15,0.13,1.7,96,96,95,0.45,0.35,0.43,0.04,28,36,50,0.12,0.11,0.072,0.39,62,74,80,0.51,0.37,0.31,16,38,27,20,26,30,36,0,4,3,1,21,31,37,31,57,59,48,31,29,35,1,58,56,46,2,2,5,11,60,58,53,11,12,14,3,24,23,20,6,6,6,20,76,79,82,16,15,14
268,268,38.718611,-91.517778,189.1624738,NA,Missouri,MO,7,9.55,29,44,51,10.2,9.75,9.32,52.9,13,40,80,54.7,53,47.4,0.314,17,22,16,0.952,0.779,0.937,35,10,36,33,43,38,40, NA,NA,NA,NA,0,0,0,0.91,4,18,12,1.7,1.5,1.8,3.1,7,8,8,270,490,590,0.49,77,68,74,0.3,0.36,0.3,0.03,28,36,27,0.094,0.097,0.13,0.73,83,73,83,0.39,0.59,0.43,0,22,51,26,0.07,0.045,0.072,0.056,13,19,11,0.22,0.22,0.31,13,17,20,13,27,26,36,4,22,21,10,20,18,37,21,27,30,32,35,33,35,0,71,65,44,1,2,5,13,61,69,58,12,11,14,8,73,71,72,6,7,6,11,33,34,41,15,14,14
269,269,39.472278,-100.742639,258.6473881,NA,Kansas,KS,7,7.2,1,1,10,9.21,9.75,9.32,54.3,4,52,84,55.6,53,47.4,0.141,3,1,3,0.639,0.779,0.937,20,0,3,3,39,38,40, NA,NA,NA,NA,0,0,0,0.44,0,0,1,1.6,1.5,1.8,7.1,25,16,13,140,490,590,0.42,60,62,70,0.37,0.36,0.3,0.053,49,50,45,0.078,0.097,0.13,1.2,85,85,91,0.61,0.59,0.43,0,37,51,26,0.064,0.045,0.072,0,5,1,1,0.24,0.22,0.31,19,39,42,27,28,26,36,10,35,49,25,23,18,37,27,44,43,43,33,33,35,1,60,68,46,2,2,5,7,50,45,37,10,11,14,3,15,17,20,7,7,6,11,41,37,44,14,14,14
270,270,39.639444,-98.040694,70.49098196,NA,Kansas,KS,7,8.29,11,4,26,9.21,9.75,9.32,51.9,0,37,74,55.6,53,47.4,0.181,6,2,5,0.639,0.779,0.937,24,2,9,6,39,38,40, NA,NA,NA,NA,0,0,0,0.62,2,5,3,1.6,1.5,1.8,15,39,27,22,140,490,590,0.69,84,85,86,0.37,0.36,0.3,0,24,21,16,0.078,0.097,0.13,1,80,81,88,0.61,0.59,0.43,0,37,51,26,0.064,0.045,0.072,0,5,1,1,0.24,0.22,0.31,15,26,28,18,28,26,36,1,2,8,4,23,18,37,28,45,44,43,33,33,35,0,58,65,44,2,2,5,6,41,35,29,10,11,14,6,46,49,51,7,7,6,21,84,83,85,14,14,14
271,271,39.669167,-96.694722,13.35332709,NA,Kansas,KS,7,8.85,27,10,36,9.21,9.75,9.32,52.1,0,38,75,55.6,53,47.4,0.239,15,8,10,0.639,0.779,0.937,27,9,17,12,39,38,40, NA,NA,NA,NA,0,0,0,0.88,8,17,10,1.6,1.5,1.8,59,64,50,43,140,490,590,0.66,81,82,84,0.37,0.36,0.3,0,24,21,16,0.078,0.097,0.13,1.4,87,87,92,0.61,0.59,0.43,0,37,51,26,0.064,0.045,0.072,0,5,1,1,0.24,0.22,0.31,27,60,65,45,28,26,36,1,2,8,4,23,18,37,53,83,82,79,33,33,35,0,58,65,44,2,2,5,13,74,72,60,10,11,14,6,51,54,56,7,7,6,23,88,87,88,14,14,14
272,272,41.958611,-92.55,270.0600551,NA,Iowa,IA,7,9.57,53,47,52,9.67,9.75,9.32,49.5,52,20,57,49.5,53,47.4,0.805,80,61,54,0.585,0.779,0.937,25,33,12,8,30,38,40, NA,NA,NA,NA,0,0,0,0.92,45,18,12,1.1,1.5,1.8,460,59,82,76,1400,490,590,0.62,72,79,82,0.44,0.36,0.3,0.028,41,34,25,0.1,0.097,0.13,0.93,70,79,87,0.79,0.59,0.43,0,92,51,26,0.0034,0.045,0.072,3,99,99,99,0.2,0.22,0.31,48,93,88,71,21,26,36,40,93,87,61,12,18,37,56,90,85,81,30,33,35,5,91,89,73,2,2,5,18,90,83,72,9,11,14,6,53,53,54,6,7,6,13,39,44,51,15,14,14
273,273,42.508611,-92.261389,155.6618872,NA,Iowa,IA,7,9.82,65,58,58,9.67,9.75,9.32,49.5,49,19,57,49.5,53,47.4,0.363,37,28,21,0.585,0.779,0.937,26,38,14,10,30,38,40, NA,NA,NA,NA,0,0,0,0.85,41,16,9,1.1,1.5,1.8,59,34,50,42,1400,490,590,0.48,54,67,74,0.44,0.36,0.3,0.21,87,90,87,0.1,0.097,0.13,0.51,53,65,76,0.79,0.59,0.43,0,92,51,26,0.0034,0.045,0.072,0.19,71,66,61,0.2,0.22,0.31,39,88,81,62,21,26,36,30,89,81,52,12,18,37,47,84,76,72,30,33,35,0,65,65,44,2,2,5,19,90,84,73,9,11,14,5,33,33,36,6,7,6,19,71,75,79,15,14,14
274,274,41.782194,-88.372694,7625.91862,NA,Illinois,IL,5,11.2,44,68,87,11.2,10.6,9.32,50.2,52,44,62,50.8,50.3,47.4,1.51,68,85,85,1.28,0.931,0.937,32,34,42,24,36,34,40, NA,NA,NA,NA,0,0,0,1.7,49,61,52,1.8,1.7,1.8,190,60,66,61,500,370,590,0.09,21,19,34,0.42,0.39,0.3,0.062,57,52,50,0.095,0.12,0.13,1.5,87,91,93,0.69,0.51,0.43,0.091,84,79,78,0.059,0.069,0.072,0.15,37,45,48,0.38,0.31,0.31,36,62,73,58,35,29,36,46,67,81,65,37,24,37,26,45,43,39,32,33,35,6,71,85,73,5,2,5,13,62,67,57,12,11,14,6,52,54,51,6,6,6,12,50,43,48,13,14,14
275,275,41.364136,-84.909145,54.53385029,NA,Indiana,IN,5,10.7,17,50,82,11,10.6,9.32,51.8,61,72,74,51.2,50.3,47.4,0.539,33,31,35,0.835,0.931,0.937,25,5,12,8,34,34,40, NA,NA,NA,NA,0,0,0,0.85,13,13,9,1.4,1.7,1.8,4.5,12,11,10,250,370,590,0.46,69,63,73,0.36,0.39,0.3,0.029,17,20,26,0.16,0.12,0.13,0.29,56,58,65,0.52,0.51,0.43,0.031,60,43,42,0.044,0.069,0.072,0.13,33,41,44,0.34,0.31,0.31,18,38,40,26,27,29,36,9,44,39,22,19,24,37,28,40,46,43,35,33,35,0,63,58,44,2,2,5,13,62,69,60,12,11,14,3,20,22,22,6,6,6,14,55,53,57,14,14,14
276,276,35.513333,-97.851667,147.4888079,NA,Oklahoma,OK,6,8.85,16,25,36,9.37,9.45,9.32,56,38,91,90,55.8,47,47.4,0.257,26,14,11,0.526,0.72,0.937,36,9,19,37,45,42,40, NA,NA,NA,NA,0,0,0,1.6,27,42,47,1.9,1.8,1.8,36,54,35,35,83,320,590,0.15,51,63,44,0.25,0.18,0.3,0.018,30,29,18,0.044,0.072,0.13,0.57,82,71,78,0.38,0.55,0.43,0.04,49,48,51,0.066,0.075,0.072,0.079,23,22,21,0.22,0.41,0.31,23,24,21,37,35,45,36,18,22,18,37,32,50,37,28,31,35,44,39,39,35,0,53,35,44,2,6,5,14,58,48,60,13,17,14,4,20,22,29,7,7,6,14,52,66,57,14,12,14
277,277,41.2825,-81.4104,1851.589658,NA,Ohio,OH,5,11.5,62,79,91,11.3,10.6,9.32,49.8,8,34,59,52.8,50.3,47.4,0.953,51,57,62,0.995,0.931,0.937,31,26,37,21,37,34,40, NA,NA,NA,NA,0,0,0,1.5,40,51,43,1.8,1.7,1.8,120,70,57,53,170,370,590,0.16,24,28,45,0.42,0.39,0.3,0.038,42,32,34,0.091,0.12,0.13,1.8,95,94,95,0.44,0.51,0.43,0.074,63,73,72,0.089,0.069,0.072,0.45,78,80,82,0.33,0.31,0.31,10,14,13,8,27,29,36,6,35,28,14,19,24,37,14,18,20,19,34,33,35,4,90,82,69,1,2,5,3,18,19,17,11,11,14,8,71,70,68,6,6,6,21,80,83,83,15,14,14
278,278,38.936722,-99.557694,2044.060983,NA,Kansas,KS,7,7.64,5,2,16,9.21,9.75,9.32,55.2,17,61,87,55.6,53,47.4,0.156,3,1,4,0.639,0.779,0.937,24,3,10,7,39,38,40, NA,NA,NA,NA,0,0,0,0.62,2,5,3,1.6,1.5,1.8,22,46,33,27,140,490,590,0.61,76,78,82,0.37,0.36,0.3,0,24,21,16,0.078,0.097,0.13,1.7,92,91,95,0.61,0.59,0.43,0,37,51,26,0.064,0.045,0.072,0.043,16,13,7,0.24,0.22,0.31,14,25,27,17,28,26,36,8,27,42,20,23,18,37,21,32,29,31,33,33,35,2,72,79,59,2,2,5,12,70,67,55,10,11,14,6,40,43,46,7,7,6,16,65,62,67,14,14,14
279,279,40.793056,-94.472778,358.5201423,NA,Iowa,IA,7,8.91,1,11,37,9.67,9.75,9.32,50.3,77,27,63,49.5,53,47.4,0.226,3,6,9,0.585,0.779,0.937,23,18,7,5,30,38,40, NA,NA,NA,NA,0,0,0,0.54,5,3,2,1.1,1.5,1.8,29,28,38,32,1400,490,590,0.63,74,80,83,0.44,0.36,0.3,0,21,21,16,0.1,0.097,0.13,0.53,54,66,77,0.79,0.59,0.43,0,92,51,26,0.0034,0.045,0.072,0.024,2,4,2,0.2,0.22,0.31,27,75,64,44,21,26,36,3,30,19,9,12,18,37,51,86,80,76,30,33,35,1,72,72,50,2,2,5,11,70,61,50,9,11,14,7,66,64,66,6,7,6,19,70,74,78,15,14,14
280,280,40.378278,-96.718694,247.1040222,NA,Nebraska,NE,7,9.05,33,14,40,9.27,9.75,9.32,50,71,24,61,49.2,53,47.4,0.281,14,16,13,0.759,0.779,0.937,25,30,11,8,31,38,40, NA,NA,NA,NA,0,0,0,0.86,29,16,10,1.2,1.5,1.8,29,43,38,32,140,490,590,0.41,54,61,69,0.38,0.36,0.3,0,24,21,16,0.13,0.097,0.13,0.37,44,58,70,0.88,0.59,0.43,0,99,51,26,0.00011,0.045,0.072,0.11,47,41,35,0.21,0.22,0.31,14,30,26,16,25,26,36,6,29,31,15,19,18,37,22,34,32,34,32,33,35,1,61,68,47,3,2,5,4,34,26,22,9,11,14,8,63,67,67,7,7,6,15,60,57,63,14,14,14
281,281,40.363639,-96.539583,37.16157205,NA,Nebraska,NE,7,9.02,32,13,39,9.27,9.75,9.32,49.6,65,21,58,49.2,53,47.4,0.287,16,17,14,0.759,0.779,0.937,25,30,11,8,31,38,40, NA,NA,NA,NA,0,0,0,0.81,25,14,8,1.2,1.5,1.8,2.5,7,7,7,140,490,590,0.5,62,69,75,0.38,0.36,0.3,0,24,21,16,0.13,0.097,0.13,0.37,44,58,70,0.88,0.59,0.43,0,99,51,26,0.00011,0.045,0.072,0.071,34,25,17,0.21,0.22,0.31,13,25,21,13,25,26,36,0,2,3,2,19,18,37,25,41,39,39,32,33,35,0,57,65,44,3,2,5,7,48,41,33,9,11,14,5,29,31,35,7,7,6,18,70,69,74,14,14,14
282,282,39.95025,-89.350111,27.08333333,NA,Illinois,IL,5,10.3,10,31,71,11.2,10.6,9.32,52.7,85,80,79,50.8,50.3,47.4,0.341,5,13,19,1.28,0.931,0.937,26,5,16,10,36,34,40, NA,NA,NA,NA,0,0,0,0.63,0,3,4,1.8,1.7,1.8,81,45,51,47,500,370,590,0.59,65,73,81,0.42,0.39,0.3,0.0085,7,10,17,0.095,0.12,0.13,0.39,53,64,71,0.69,0.51,0.43,0,19,24,26,0.059,0.069,0.072,0.058,4,9,12,0.38,0.31,0.31,20,36,45,30,35,29,36,8,22,38,21,37,24,37,32,56,54,50,32,33,35,0,44,58,44,5,2,5,9,52,54,46,12,11,14,9,78,79,77,6,6,6,16,71,67,70,13,14,14
283,283,40.000083,-89.483583,1.083333333,NA,Illinois,IL,5,10.3,10,31,71,11.2,10.6,9.32,52.7,85,80,79,50.8,50.3,47.4,0.341,5,13,19,1.28,0.931,0.937,26,5,16,10,36,34,40, NA,NA,NA,NA,0,0,0,0.63,0,3,4,1.8,1.7,1.8,81,45,51,47,500,370,590,0.59,65,73,81,0.42,0.39,0.3,0.0085,7,10,17,0.095,0.12,0.13,0.39,53,64,71,0.69,0.51,0.43,0,19,24,26,0.059,0.069,0.072,0.058,4,9,12,0.38,0.31,0.31,20,36,45,30,35,29,36,8,22,38,21,37,24,37,32,56,54,50,32,33,35,0,44,58,44,5,2,5,9,52,54,46,12,11,14,9,78,79,77,6,6,6,16,71,67,70,13,14,14
284,284,38.182778,-87.570833,212.2253731,NA,Indiana,IN,5,10.9,37,56,84,11,10.6,9.32,52.9,83,82,80,51.2,50.3,47.4,0.441,22,23,27,0.835,0.931,0.937,32,42,42,24,34,34,40, NA,NA,NA,NA,0,0,0,1,27,22,15,1.4,1.7,1.8,23,33,31,28,250,370,590,0.15,31,27,43,0.36,0.39,0.3,0.04,29,34,35,0.16,0.12,0.13,0.77,78,79,84,0.52,0.51,0.43,0.024,46,33,33,0.044,0.069,0.072,0.061,5,10,13,0.34,0.31,0.31,12,17,18,11,27,29,36,1,11,7,4,19,24,37,22,29,35,33,35,33,35,0,63,58,44,2,2,5,3,11,15,14,12,11,14,6,54,58,56,6,6,6,12,43,42,46,14,14,14
285,285,33.8591,-98.6359,276.9470828,NA,Texas,TX,6,8.05,12,13,22,9.63,9.45,9.32,52.6,87,75,78,45.4,47,47.4,0.402,22,29,24,0.756,0.72,0.937,39,37,32,48,41,42,40, NA,NA,NA,NA,0,0,0,1.4,28,25,32,1.8,1.8,1.8,140,53,59,56,390,320,590,0.02,35,28,16,0.16,0.18,0.3,0,24,26,16,0.075,0.072,0.13,1.5,91,91,94,0.61,0.55,0.43,0,25,29,26,0.085,0.075,0.072,0.092,28,28,27,0.48,0.41,0.31,12,5,5,12,47,45,36,5,1,3,13,56,50,37,20,26,22,29,39,39,35,0,25,35,44,8,6,5,4,18,16,20,18,17,14,0,3,3,4,7,7,6,15,77,72,65,11,12,14
286,286,38.795316,-97.101974,54.79362101,NA,Kansas,KS,7,8.67,17,7,33,9.21,9.75,9.32,55,13,57,87,55.6,53,47.4,0.237,15,8,9,0.639,0.779,0.937,30,15,24,19,39,38,40, NA,NA,NA,NA,0,0,0,1.1,18,32,21,1.6,1.5,1.8,3.3,14,9,8,140,490,590,0.67,82,83,85,0.37,0.36,0.3,0.041,45,44,36,0.078,0.097,0.13,0.24,44,48,61,0.61,0.59,0.43,0,37,51,26,0.064,0.045,0.072,0.038,15,11,5,0.24,0.22,0.31,17,31,34,22,28,26,36,7,24,38,19,23,18,37,26,41,39,40,33,33,35,0,58,65,44,2,2,5,2,17,13,10,10,11,14,7,61,64,65,7,7,6,13,50,45,53,14,14,14
287,287,30.343333,-81.746111,1405.415086,NA,Florida,FL,4,7.99,94,30,20,7.05,8.9,9.32,34.2,49,15,6,33.3,42.4,47.4,0.807,48,61,54,0.883,0.752,0.937,45,85,60,67,37,42,40, NA,NA,NA,NA,0,0,0,2,75,73,66,1.7,1.7,1.8,290,64,78,69,450,290,590,0.59,94,95,81,0.12,0.16,0.3,0.43,94,97,94,0.13,0.077,0.13,4.7,99,99,99,0.32,0.32,0.43,0.068,73,82,69,0.061,0.044,0.072,0.098,49,38,30,0.18,0.2,0.31,46,62,68,70,41,38,36,39,51,59,60,43,37,37,53,76,74,79,38,39,35,5,61,78,71,7,3,5,29,89,88,87,14,15,14,6,63,57,55,6,6,6,10,30,33,37,18,15,14
