OBJECTID,id,name,lat,lon,_ACSTOTPOP,_ACSIPOVBAS,_ACSTOTHH,_ACSEDUCBAS,_PRE1960,_buff,_stabbr,_statename,_region,_S_P_PM25,_R_P_PM25,_N_P_PM25,_S_P_O3,_R_P_O3,_N_P_O3,_S_P_DIESEL,_R_P_DIESEL,_N_P_DIESEL,_S_P_CANCER,_R_P_CANCER,_N_P_CANCER,_S_P_RESP,_R_P_RESP,_N_P_RESP,_S_P_TRAFFIC,_R_P_TRAFFIC,_N_P_TRAFFIC,_S_P_LEAD,_R_P_LEAD,_N_P_LEAD,_S_P_NPL,_R_P_NPL,_N_P_NPL,_S_P_RMP,_R_P_RMP,_N_P_RMP,_S_P_TSDF,_R_P_TSDF,_N_P_TSDF,_S_P_NPDES,_R_P_NPDES,_N_P_NPDES,_RAW_E_PM25,_S_E_PM25_PER,_R_E_PM25_PER,_N_E_PM25_PER,_S_E_PM25,_R_E_PM25,_N_E_PM25,_RAW_E_O3,_S_E_O3_PER,_R_E_O3_PER,_N_E_O3_PER,_S_E_O3,_R_E_O3,_N_E_O3,_RAW_E_DIESEL,_S_E_DIESEL_PER,_R_E_DIESEL_PER,_N_E_DIESEL_PER,_S_E_DIESEL,_R_E_DIESEL,_N_E_DIESEL,_RAW_E_CANCER,_S_E_CANCER_PER,_R_E_CANCER_PER,_N_E_CANCER_PER,_S_E_CANCER,_R_E_CANCER,_N_E_CANCER,_RAW_E_RESP,_S_E_RESP_PER,_R_E_RESP_PER,_N_E_RESP_PER,_S_E_RESP,_R_E_RESP,_N_E_RESP,_RAW_E_TRAFFIC,_S_E_TRAFFIC_PER,_R_E_TRAFFIC_PER,_N_E_TRAFFIC_PER,_S_E_TRAFFIC,_R_E_TRAFFIC,_N_E_TRAFFIC,_RAW_E_LEAD,_S_E_LEAD_PER,_R_E_LEAD_PER,_N_E_LEAD_PER,_S_E_LEAD,_R_E_LEAD,_N_E_LEAD,_RAW_E_NPL,_S_E_NPL_PER,_R_E_NPL_PER,_N_E_NPL_PER,_S_E_NPL,_R_E_NPL,_N_E_NPL,_RAW_E_RMP,_S_E_RMP_PER,_R_E_RMP_PER,_N_E_RMP_PER,_S_E_RMP,_R_E_RMP,_N_E_RMP,_RAW_E_TSDF,_S_E_TSDF_PER,_R_E_TSDF_PER,_N_E_TSDF_PER,_S_E_TSDF,_R_E_TSDF,_N_E_TSDF,_RAW_E_NPDES,_S_E_NPDES_PER,_R_E_NPDES_PER,_N_E_NPDES_PER,_S_E_NPDES,_R_E_NPDES,_N_E_NPDES,_RAW_D_INDEX,_S_D_INDEX_PER,_R_D_INDEX_PER,_N_D_INDEX_PER,_S_D_INDEX,_R_D_INDEX,_N_D_INDEX,_RAW_D_MINOR,_S_D_MINOR_PER,_R_D_MINOR_PER,_N_D_MINOR_PER,_S_D_MINOR,_R_D_MINOR,_N_D_MINOR,_RAW_D_INCOME,_S_D_INCOME_PER,_R_D_INCOME_PER,_N_D_INCOME_PER,_S_D_INCOME,_R_D_INCOME,_N_D_INCOME,_RAW_D_LING,_S_D_LING_PER,_R_D_LING_PER,_N_D_LING_PER,_S_D_LING,_R_D_LING,_N_D_LING,_RAW_D_LESSHS,_S_D_LESSHS_PER,_R_D_LESSHS_PER,_N_D_LESSHS_PER,_S_D_LESSHS,_R_D_LESSHS,_N_D_LESSHS,_RAW_D_UNDER5,_S_D_UNDER5_PER,_R_D_UNDER5_PER,_N_D_UNDER5_PER,_S_D_UNDER5,_R_D_UNDER5,_N_D_UNDER5,_RAW_D_OVER64,_S_D_OVER64_PER,_R_D_OVER64_PER,_N_D_OVER64_PER,_S_D_OVER64,_R_D_OVER64,_N_D_OVER64
163,IN7165056,Facility IN7165056,38.9866096,-88.2567608,6999,6803,3002,4566,1663,1 miles,IN,Indiana,5,77,75,60,77,75,60,79,77,63,77,75,59,78,75,60,77,75,62,81,78,71,81,81,71,88,88,82,80,77,66,88,89,86,8.82,35,47,65,9,8.63,8.3,43.6,34,34,48,43.9,43.4,43,0.593,79,70-80th,70-80th,0.449,0.446,0.479,27,68,60-70th,<50th,26,26,32,0.38,72,70-80th,<50th,0.34,0.34,0.44,410,74,70,64,380,530,750,0.49,72,66,76,0.34,0.38,0.28,0.23,83,89,88,0.17,0.13,0.13,4,97,97,97,0.82,0.82,0.74,1.6,76,70,73,1.1,1.5,4,0.0029,62,64,72,0.45,0.82,14,37%,77,75,60,27%,28%,36%,16%,58,52,31,20%,25%,39%,59%,86,88,86,33%,31%,33%,1%,70,65,50,2%,2%,4%,15%,70,77,67,12%,10%,13%,7%,66,70,67,6%,6%,6%,18%,71,69,71,15%,15%,15%
164,CA8152622,Facility CA8152622,34.66906573,-118.1631069,29715,29539,6965,17159,4219,1 miles,CA,California,9,87,89,96,80,81,93,92,92,95,86,88,94,85,87,95,90,91,97,92,94,97,99,99,99,95,96,98,96,97,97,97,97,99,12.5,90,92,98,9.78,9.21,8.3,46,42,34,73,48.2,48.9,43,0.858,92,90-95th,80-90th,0.468,0.479,0.479,43,86,80-90th,90-95th,36,35,32,0.64,78,70-80th,90-95th,0.55,0.53,0.44,3000,80,83,94,2000,1700,750,0.59,80,84,81,0.29,0.24,0.28,2.9,99,99,99,0.18,0.15,0.13,3.9,94,95,97,1.1,0.99,0.74,11,94,95,96,3.4,2.9,4,4.7,95,95,97,17,31,14,74%,86,86,92,48%,47%,36%,96%,90,91,94,62%,59%,39%,52%,77,77,81,34%,34%,33%,21%,86,88,94,9%,8%,4%,46%,91,92,97,18%,17%,13%,8%,71,71,74,6%,6%,6%,8%,30,30,23,13%,14%,15%
165,VA5528733,Facility VA5528733,37.53636565,-76.92043111,472,472,164,326,31,1 miles,VA,Virginia,3,81,80,71,80,80,72,75,75,67,80,80,71,80,80,71,68,70,61,85,81,76,80,78,74,88,84,76,74,73,65,94,91,88,7.23,11,5,21,7.79,8.64,8.3,39.1,3,1,25,42.5,44.9,43,0.212,20,<50th,<50th,0.425,0.477,0.479,28,24,<50th,<50th,31,31,32,0.37,28,<50th,<50th,0.41,0.4,0.44,8.2,12,11,10,570,640,750,0.17,58,37,49,0.21,0.36,0.28,0.057,46,36,47,0.11,0.15,0.13,0.55,80,67,62,0.38,0.62,0.74,0.13,24,20,24,0.66,1.3,4,0.004,87,70,74,0.8,30,14,52%,84,83,75,32%,30%,36%,80%,92,88,84,37%,32%,39%,23%,50,47,38,26%,28%,33%,0%,52,55,45,3%,3%,4%,4%,27,25,23,11%,11%,13%,5%,45,48,44,6%,6%,6%,19%,73,67,73,14%,16%,15%
166,KS127667,Facility KS127667,37.3089426,-97.54832277,2291,2201,926,1619,398,1 miles,KS,Kansas,7,23,27,20,22,23,17,28,30,25,23,25,20,23,24,19,34,36,31,10,12,10,0,0,0,6,8,3,11,11,12,6,4,3,7.22,36,17,21,7.23,7.77,8.3,43.1,37,63,45,43.6,42.5,43,0.256,40,<50th,<50th,0.329,0.367,0.479,27,40,<50th,<50th,27,27,32,0.36,41,<50th,<50th,0.37,0.36,0.44,130,51,52,40,290,330,750,0.36,57,59,67,0.35,0.34,0.28,0.8,99,98,97,0.079,0.1,0.13,1.5,77,79,85,0.98,0.94,0.74,1,74,76,64,0.82,0.8,4,0.34,90,94,93,0.57,0.97,14,20%,42,46,29,27%,26%,36%,10%,29,44,21,24%,19%,39%,30%,52,51,50,31%,32%,33%,2%,72,79,58,2%,2%,4%,8%,56,53,43,9%,10%,13%,5%,33,36,40,7%,6%,6%,16%,62,58,64,15%,15%,15%
167,FL954694,Facility FL954694,25.74151392,-79.57166355,21490,21305,6475,16668,4296,1 miles,FL,Florida,4,76,82,83,73,78,78,83,92,93,76,81,84,76,83,86,90,95,92,95,97,94,77,89,86,65,75,74,72,78,72,N/A,74,74,7.88,77,29,35,7.43,8.59,8.3,28.9,3,1,1,33.7,40,43,1.03,91,95-100th,90-95th,0.557,0.417,0.479,34,54,<50th,60-70th,33,36,32,0.52,62,50-60th,70-80th,0.49,0.52,0.44,1800,94,96,89,550,350,750,0.63,95,96,83,0.11,0.15,0.28,0.11,65,80,68,0.13,0.083,0.13,0.21,32,46,39,0.79,0.6,0.74,0.22,59,57,38,0.47,0.52,4,0,N/A,42,37,0.48,0.45,14,63%,79,83,84,41%,38%,36%,91%,89,92,90,45%,38%,39%,34%,49,47,57,36%,37%,33%,27%,92,97,96,7%,3%,4%,22%,82,79,80,12%,13%,13%,4%,41,36,34,5%,6%,6%,22%,71,80,82,19%,16%,15%
168,KS1358100,Facility KS1358100,40.07645777,-96.03356114,139,125,49,90,15,1 miles,KS,Kansas,7,46,53,40,48,51,39,50,56,44,48,52,41,48,51,41,48,51,42,50,55,35,62,67,51,37,37,18,68,74,56,91,95,91,7.4,53,27,24,7.23,7.77,8.3,43,35,63,45,43.6,42.5,43,0.373,61,60-70th,<50th,0.329,0.367,0.479,27,45,<50th,<50th,27,27,32,0.37,45,<50th,<50th,0.37,0.36,0.44,150,54,54,42,290,330,750,0.26,46,49,58,0.35,0.34,0.28,0.013,8,10,7,0.079,0.1,0.13,1.2,69,71,80,0.98,0.94,0.74,0.41,56,58,48,0.82,0.8,4,0.086,84,89,89,0.57,0.97,14,29%,63,68,47,27%,26%,36%,17%,50,62,33,24%,19%,39%,39%,68,67,64,31%,32%,33%,0%,58,66,45,2%,2%,4%,10%,66,63,52,9%,10%,13%,6%,50,53,56,7%,6%,6%,18%,70,67,71,15%,15%,15%
169,CA1919213,Facility CA1919213,38.24516492,-122.5501153,38255,38157,16356,28037,4351,1 miles,CA,California,9,39,43,65,38,41,64,38,42,63,39,41,64,39,43,65,53,59,81,27,26,51,97,98,98,36,40,62,56,61,81,93,94,98,7.77,18,29,33,9.78,9.21,8.3,33.6,12,9,8,48.2,48.9,43,0.255,23,<50th,<50th,0.468,0.479,0.479,28,15,<50th,<50th,36,35,32,0.47,31,<50th,60-70th,0.55,0.53,0.44,2300,74,78,92,2000,1700,750,0.25,54,61,57,0.29,0.24,0.28,4.7,99,99,99,0.18,0.15,0.13,0.16,14,20,29,1.1,0.99,0.74,4.5,73,78,89,3.4,2.9,4,6,96,96,97,17,31,14,39%,37,39,62,48%,47%,36%,56%,41,45,70,62%,59%,39%,22%,35,35,35,34%,34%,33%,9%,60,65,82,9%,8%,4%,9%,38,41,48,18%,17%,13%,5%,43,43,46,6%,6%,6%,10%,41,41,31,13%,14%,15%
170,VA4908509,Facility VA4908509,36.16077471,-76.5958192,2223,1673,616,1137,416,1 miles,VA,Virginia,3,82,81,73,82,81,74,84,81,75,81,81,73,81,81,72,86,84,80,95,90,88,99,99,99,93,90,83,96,92,87,95,92,89,7.34,18,8,23,7.79,8.64,8.3,40.7,22,7,32,42.5,44.9,43,0.468,65,50-60th,60-70th,0.425,0.477,0.479,28,28,<50th,<50th,31,31,32,0.38,31,<50th,<50th,0.41,0.4,0.44,580,74,70,71,570,640,750,0.56,90,74,80,0.21,0.36,0.28,4,99,99,99,0.11,0.15,0.13,1.3,93,86,82,0.38,0.62,0.74,3.5,97,90,86,0.66,1.3,4,0.0081,90,75,78,0.8,30,14,57%,88,87,79,32%,30%,36%,71%,87,85,79,37%,32%,39%,56%,92,90,84,26%,28%,33%,1%,53,57,46,3%,3%,4%,17%,78,80,73,11%,11%,13%,8%,76,79,75,6%,6%,6%,8%,25,18,21,14%,16%,15%
171,FL6347941,Facility FL6347941,25.85850069,-79.95584543,11623,11294,3846,8742,717,1 miles,FL,Florida,4,93,95,95,91,93,92,98,99,99,94,96,97,95,97,98,97,98,97,89,91,86,99,99,99,93,96,96,97,97,92,N/A,74,74,8.01,86,33,39,7.43,8.59,8.3,29,5,1,1,33.7,40,43,1.51,99,95-100th,95-100th,0.557,0.417,0.479,38,91,60-70th,70-80th,33,36,32,0.64,95,80-90th,90-95th,0.49,0.52,0.44,1500,91,95,87,550,350,750,0.18,78,71,49,0.11,0.15,0.28,0.81,98,99,97,0.13,0.083,0.13,1.5,83,88,85,0.79,0.6,0.74,1.6,93,91,73,0.47,0.52,4,0,N/A,42,37,0.48,0.45,14,75%,91,92,92,41%,38%,36%,93%,90,93,92,45%,38%,39%,57%,82,81,84,36%,37%,33%,56%,99,99,99,7%,3%,4%,34%,95,95,92,12%,13%,13%,6%,57,52,49,5%,6%,6%,21%,70,78,81,19%,16%,15%
172,KS1381973,Facility KS1381973,38.33249041,-98.12001188,5441,5441,1715,3035,1416,1 miles,KS,Kansas,7,97,97,86,97,98,88,97,96,84,97,97,85,97,97,84,92,92,77,98,98,95,99,98,93,99,99,98,98,98,93,96,97,94,7.76,82,49,33,7.23,7.77,8.3,44.4,77,79,57,43.6,42.5,43,0.435,72,60-70th,50-60th,0.329,0.367,0.479,31,86,70-80th,<50th,27,27,32,0.4,74,60-70th,<50th,0.37,0.36,0.44,200,61,61,48,290,330,750,0.68,84,85,86,0.35,0.34,0.28,0.19,92,88,84,0.079,0.1,0.13,4.1,97,97,98,0.98,0.94,0.74,3.8,95,95,87,0.82,0.8,4,0.059,82,88,88,0.57,0.97,14,76%,97,97,93,27%,26%,36%,85%,97,97,87,24%,19%,39%,66%,93,93,92,31%,32%,33%,16%,96,97,90,2%,2%,4%,43%,98,98,96,9%,10%,13%,10%,82,84,85,7%,6%,6%,9%,26,21,27,15%,15%,15%
173,CA2569001,Facility CA2569001,37.08502703,-119.6399257,2121,2118,626,1285,33,1 miles,CA,California,9,26,28,49,25,28,50,29,31,54,26,28,50,26,28,47,37,40,65,22,20,46,25,26,46,37,41,63,41,46,69,7,7,16,12.6,94,95,99,9.78,9.21,8.3,65.5,93,95,99,48.2,48.9,43,0.436,54,50-60th,50-60th,0.468,0.479,0.479,47,95,95-100th,95-100th,36,35,32,0.71,89,90-95th,95-100th,0.55,0.53,0.44,94,12,16,34,2000,1700,750,0.052,28,37,28,0.29,0.24,0.28,0.081,48,55,59,0.18,0.15,0.13,0.47,44,49,58,1.1,0.99,0.74,1.2,40,49,68,3.4,2.9,4,0.0031,72,73,73,17,31,14,34%,30,33,56,48%,47%,36%,53%,38,42,69,62%,59%,39%,16%,24,23,24,34%,34%,33%,2%,23,28,55,9%,8%,4%,9%,37,39,46,18%,17%,13%,11%,88,87,88,6%,6%,6%,11%,46,46,36,13%,14%,15%
174,KS2875928,Facility KS2875928,38.59405159,-94.79192332,10970,10761,4239,7120,1728,1 miles,KS,Kansas,7,83,86,67,83,86,68,88,89,72,84,86,67,84,87,67,96,96,84,84,87,76,99,99,94,91,93,85,88,90,77,96,97,94,7.22,36,16,21,7.23,7.77,8.3,42.4,16,50,41,43.6,42.5,43,0.599,91,80-90th,70-80th,0.329,0.367,0.479,28,63,50-60th,<50th,27,27,32,0.4,71,60-70th,<50th,0.37,0.36,0.44,1200,95,94,84,290,330,750,0.38,58,60,68,0.35,0.34,0.28,1.1,99,99,98,0.079,0.1,0.13,2.8,92,92,95,0.98,0.94,0.74,1.8,88,87,75,0.82,0.8,4,0.27,89,93,92,0.57,0.97,14,44%,82,85,68,27%,26%,36%,42%,83,86,60,24%,19%,39%,46%,78,77,74,31%,32%,33%,11%,93,95,85,2%,2%,4%,18%,84,84,74,9%,10%,13%,6%,51,54,56,7%,6%,6%,12%,39,35,41,15%,15%,15%
175,VA5852339,Facility VA5852339,37.50865373,-75.82281432,9053,8356,2965,5303,2169,1 miles,VA,Virginia,3,83,82,74,83,82,75,85,82,76,83,82,74,83,82,73,86,84,80,94,89,88,99,99,99,93,90,83,96,92,87,96,93,90,7.34,18,8,23,7.79,8.64,8.3,40.7,21,7,32,42.5,44.9,43,0.446,61,50-60th,50-60th,0.425,0.477,0.479,29,33,<50th,<50th,31,31,32,0.38,35,<50th,<50th,0.41,0.4,0.44,550,73,69,70,570,640,750,0.59,91,76,82,0.21,0.36,0.28,3.4,99,99,99,0.11,0.15,0.13,1.1,91,83,79,0.38,0.62,0.74,3.2,97,89,85,0.66,1.3,4,0.0076,90,75,78,0.8,30,14,61%,91,89,82,32%,30%,36%,74%,88,86,80,37%,32%,39%,51%,89,87,79,26%,28%,33%,1%,55,58,47,3%,3%,4%,19%,80,83,75,11%,11%,13%,10%,88,89,87,6%,6%,6%,9%,30,22,26,14%,16%,15%
176,FL3727533,Facility FL3727533,26.85985833,-80.04182769,13358,13062,5050,9536,564,1 miles,FL,Florida,4,85,89,90,86,89,88,88,95,96,84,88,90,84,89,91,99,99,99,83,84,80,96,98,98,97,98,98,94,95,88,97,97,94,6.92,24,9,17,7.43,8.59,8.3,29.3,12,4,2,33.7,40,43,0.835,82,90-95th,80-90th,0.557,0.417,0.479,28,12,<50th,<50th,33,36,32,0.42,19,<50th,<50th,0.49,0.52,0.44,3600,98,98,95,550,350,750,0.092,68,54,36,0.11,0.15,0.28,0.42,94,96,94,0.13,0.083,0.13,2.6,94,96,94,0.79,0.6,0.74,1.4,92,90,71,0.47,0.52,4,0.021,93,90,83,0.48,0.45,14,60%,78,81,82,41%,38%,36%,61%,68,75,73,45%,38%,39%,60%,86,85,87,36%,37%,33%,19%,88,95,92,7%,3%,4%,23%,83,81,82,12%,13%,13%,7%,72,68,65,5%,6%,6%,19%,62,70,73,19%,16%,15%
177,KS2029939,Facility KS2029939,40.24545118,-100.7639136,4123,3910,1708,2595,814,1 miles,KS,Kansas,7,47,54,41,36,38,29,54,59,46,48,51,41,48,51,41,30,32,28,13,16,12,0,0,0,37,37,18,69,74,56,1,0,1,5.1,1,1,1,7.23,7.77,8.3,45.5,95,89,68,43.6,42.5,43,0.118,9,<50th,<50th,0.329,0.367,0.479,18,1,<50th,<50th,27,27,32,0.23,3,<50th,<50th,0.37,0.36,0.44,150,54,54,42,290,330,750,0.44,64,65,72,0.35,0.34,0.28,1.1,99,99,98,0.079,0.1,0.13,0.48,42,49,59,0.98,0.94,0.74,0.01,0,0,0,0.82,0.8,4,4.3,97,98,97,0.57,0.97,14,17%,36,38,23,27%,26%,36%,8%,24,38,18,24%,19%,39%,26%,44,43,43,31%,32%,33%,1%,60,68,46,2%,2%,4%,4%,35,31,25,9%,10%,13%,7%,61,65,67,7%,6%,6%,15%,53,50,56,15%,15%,15%
178,CA8316636,Facility CA8316636,37.6071482,-121.8201036,8603,8543,2928,5537,2126,1 miles,CA,California,9,70,74,88,68,70,87,72,74,85,68,71,86,72,74,88,88,90,97,81,85,92,97,98,99,93,94,98,80,84,93,85,86,93,11.1,65,72,95,9.78,9.21,8.3,49,54,49,88,48.2,48.9,43,0.541,66,60-70th,60-70th,0.468,0.479,0.479,37,55,50-60th,70-80th,36,35,32,0.64,78,70-80th,90-95th,0.55,0.53,0.44,3700,85,87,95,2000,1700,750,0.64,84,87,84,0.29,0.24,0.28,1,97,98,98,0.18,0.15,0.13,4.6,96,96,98,1.1,0.99,0.74,4.4,72,78,89,3.4,2.9,4,0.023,78,79,84,17,31,14,73%,84,85,91,48%,47%,36%,82%,69,71,85,62%,59%,39%,63%,87,87,89,34%,34%,33%,18%,81,83,92,9%,8%,4%,38%,84,86,94,18%,17%,13%,6%,47,47,50,6%,6%,6%,13%,58,57,47,13%,14%,15%
179,KS6180679,Facility KS6180679,38.73788634,-98.96912271,72,69,27,43,4,1 miles,KS,Kansas,7,54,60,45,49,53,39,61,68,50,54,58,45,56,59,46,49,53,43,49,53,35,11,14,10,43,43,23,67,72,55,21,16,11,5.98,9,4,6,7.23,7.77,8.3,44.3,69,76,55,43.6,42.5,43,0.108,7,<50th,<50th,0.329,0.367,0.479,21,10,<50th,<50th,27,27,32,0.26,7,<50th,<50th,0.37,0.36,0.44,37,29,30,21,290,330,750,0.13,34,34,43,0.35,0.34,0.28,0.3,96,94,91,0.079,0.1,0.13,0.53,45,52,61,0.98,0.94,0.74,0.022,7,3,1,0.82,0.8,4,0.012,70,80,80,0.57,0.97,14,27%,60,65,44,27%,26%,36%,21%,59,70,39,24%,19%,39%,33%,58,57,55,31%,32%,33%,0%,58,66,45,2%,2%,4%,19%,85,86,75,9%,10%,13%,7%,61,65,67,7%,6%,6%,10%,28,23,30,15%,15%,15%
180,3952884,Facility 3952884,18.42741508,-65.16656095,,,,,,1 miles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,FL2829270,Facility FL2829270,25.42972242,-80.13737432,17777,17688,6457,12829,2100,1 miles,FL,Florida,4,57,63,66,56,62,65,59,69,70,55,61,65,54,61,65,72,83,79,84,86,81,91,96,96,79,86,85,59,66,65,7,14,20,6.65,11,4,14,7.43,8.59,8.3,29.3,12,4,2,33.7,40,43,0.461,44,60-70th,50-60th,0.557,0.417,0.479,23,1,<50th,<50th,33,36,32,0.29,1,<50th,<50th,0.49,0.52,0.44,620,73,85,72,550,350,750,0.26,83,81,58,0.11,0.15,0.28,1.2,99,99,98,0.13,0.083,0.13,1.4,82,87,84,0.79,0.6,0.74,0.15,42,42,27,0.47,0.52,4,0.00081,86,75,65,0.48,0.45,14,38%,51,57,61,41%,38%,36%,45%,55,64,63,45%,38%,39%,31%,43,41,52,36%,37%,33%,5%,62,80,73,7%,3%,4%,11%,55,49,56,12%,13%,13%,6%,57,53,50,5%,6%,6%,17%,58,65,68,19%,16%,15%
182,KS6209139,Facility KS6209139,36.32810504,-97.91862137,4300,3854,1608,2413,1424,1 miles,KS,Kansas,7,77,81,60,77,81,60,76,81,60,77,81,60,77,81,60,77,81,62,80,83,70,80,83,63,88,91,82,75,80,59,83,88,83,7.5,61,33,27,7.23,7.77,8.3,44.1,60,73,52,43.6,42.5,43,0.242,38,<50th,<50th,0.329,0.367,0.479,27,50,50-60th,<50th,27,27,32,0.39,62,50-60th,<50th,0.37,0.36,0.44,220,63,63,50,290,330,750,0.72,88,88,88,0.35,0.34,0.28,0.08,68,63,59,0.079,0.1,0.13,4.9,99,98,98,0.98,0.94,0.74,0.088,24,26,15,0.82,0.8,4,0.021,75,83,83,0.57,0.97,14,38%,76,80,61,27%,26%,36%,27%,70,77,46,24%,19%,39%,48%,79,79,76,31%,32%,33%,2%,73,80,60,2%,2%,4%,16%,82,81,71,9%,10%,13%,6%,51,55,57,7%,6%,6%,14%,48,44,50,15%,15%,15%
183,CA1687982,Facility CA1687982,37.06033867,-121.8400145,18649,18649,7984,14032,1644,1 miles,CA,California,9,36,39,61,35,38,61,35,39,61,35,38,61,36,39,62,47,53,77,45,50,67,96,96,98,35,38,61,50,55,76,93,94,97,7.85,20,31,35,9.78,9.21,8.3,33.7,12,9,8,48.2,48.9,43,0.282,27,<50th,<50th,0.468,0.479,0.479,28,18,<50th,<50th,36,35,32,0.49,36,<50th,60-70th,0.55,0.53,0.44,2500,76,80,93,2000,1700,750,0.19,49,56,51,0.29,0.24,0.28,6,99,99,99,0.18,0.15,0.13,0.18,19,25,34,1.1,0.99,0.74,4.9,75,80,90,3.4,2.9,4,6,96,96,97,17,31,14,38%,35,38,60,48%,47%,36%,56%,41,45,70,62%,59%,39%,19%,31,31,31,34%,34%,33%,9%,61,65,83,9%,8%,4%,9%,38,41,49,18%,17%,13%,5%,43,43,47,6%,6%,6%,12%,56,55,45,13%,14%,15%
184,5979120,Facility 5979120,18.05647514,-64.90476473,,,,,,1 miles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,FL8190063,Facility FL8190063,26.21870697,-79.95979783,14029,13770,4733,9632,1665,1 miles,FL,Florida,4,89,92,93,88,91,90,91,96,97,87,90,92,86,91,93,92,96,94,93,96,91,89,95,95,87,92,92,96,97,91,92,86,82,7.34,38,14,23,7.43,8.59,8.3,29.2,10,3,2,33.7,40,43,0.857,84,90-95th,80-90th,0.557,0.417,0.479,28,11,<50th,<50th,33,36,32,0.42,18,<50th,<50th,0.49,0.52,0.44,840,81,89,78,550,350,750,0.29,85,83,61,0.11,0.15,0.28,0.16,78,88,79,0.13,0.083,0.13,0.69,62,73,67,0.79,0.6,0.74,1.4,92,90,71,0.47,0.52,4,0.000059,80,61,52,0.48,0.45,14,67%,83,86,87,41%,38%,36%,81%,81,86,84,45%,38%,39%,52%,77,75,80,36%,37%,33%,18%,87,95,92,7%,3%,4%,16%,70,64,69,12%,13%,13%,6%,63,59,56,5%,6%,6%,10%,22,25,29,19%,16%,15%
186,KS1508741,Facility KS1508741,38.7903585,-98.12983565,417,266,120,342,54,1 miles,KS,Kansas,7,50,57,43,49,53,40,53,58,45,51,55,43,52,55,44,56,59,47,30,32,21,6,7,5,14,15,6,18,20,18,40,37,24,6.94,18,9,18,7.23,7.77,8.3,44.9,92,85,62,43.6,42.5,43,0.19,27,<50th,<50th,0.329,0.367,0.479,24,21,<50th,<50th,27,27,32,0.31,17,<50th,<50th,0.37,0.36,0.44,17,21,22,14,290,330,750,0.36,57,59,67,0.35,0.34,0.28,0.51,98,97,95,0.079,0.1,0.13,2,86,86,90,0.98,0.94,0.74,1.2,77,78,67,0.82,0.8,4,0.0003,43,51,59,0.57,0.97,14,24%,53,58,38,27%,26%,36%,20%,57,68,37,24%,19%,39%,28%,48,47,47,31%,32%,33%,0%,58,66,45,2%,2%,4%,14%,78,77,66,9%,10%,13%,3%,11,13,16,7%,6%,6%,12%,39,35,41,15%,15%,15%
187,KS5960299,Facility KS5960299,38.11679374,-96.44812997,3323,3260,1157,1882,708,1 miles,KS,Kansas,7,98,98,88,97,98,90,98,97,88,98,98,88,98,98,87,99,99,93,98,98,95,99,98,92,99,99,98,99,99,95,96,97,94,7.76,82,49,33,7.23,7.77,8.3,44.3,72,78,55,43.6,42.5,43,0.512,85,70-80th,60-70th,0.329,0.367,0.479,32,91,70-80th,50-60th,27,27,32,0.43,88,70-80th,<50th,0.37,0.36,0.44,1100,94,93,83,290,330,750,0.55,74,75,79,0.35,0.34,0.28,0.15,89,84,79,0.079,0.1,0.13,3.8,97,96,97,0.98,0.94,0.74,5.2,98,97,90,0.82,0.8,4,0.047,81,87,87,0.57,0.97,14,84%,99,99,97,27%,26%,36%,97%,99,99,96,24%,19%,39%,71%,95,95,94,31%,32%,33%,13%,94,96,88,2%,2%,4%,29%,94,95,89,9%,10%,13%,10%,81,83,84,7%,6%,6%,11%,36,32,38,15%,15%,15%
188,CA4154547,Facility CA4154547,39.70692226,-121.7658293,400,400,151,290,64,1 miles,CA,California,9,44,48,70,49,52,73,41,45,66,49,52,72,54,58,77,46,51,75,63,68,80,80,83,91,66,70,84,57,63,82,81,83,90,7.79,18,30,33,9.78,9.21,8.3,53.7,68,67,94,48.2,48.9,43,0.211,16,<50th,<50th,0.468,0.479,0.479,40,71,60-70th,80-90th,36,35,32,0.85,98,95-100th,95-100th,0.55,0.53,0.44,480,33,42,67,2000,1700,750,0.39,66,72,69,0.29,0.24,0.28,0.54,95,95,95,0.18,0.15,0.13,1.8,82,84,89,1.1,0.99,0.74,2.6,58,65,82,3.4,2.9,4,0.016,77,78,82,17,31,14,56%,62,64,78,48%,47%,36%,38%,23,27,58,62%,59%,39%,73%,94,94,95,34%,34%,33%,2%,23,28,55,9%,8%,4%,30%,76,79,89,18%,17%,13%,3%,17,17,19,6%,6%,6%,14%,64,62,53,13%,14%,15%
